dataset_category,dataset_name,dataset_path,dataset_size,num_triples,num_entities,num_predicates,encoding,repetition,success,status,error_message,total_runtime,rdf_parse_time,id_mapping_time,state_preparation_time,circuit_construction_time,simulation_time,measurement_time,qubits,circuit_depth,gate_count,operation_counts,logical_circuit_depth,logical_gate_count,logical_operation_counts,decomposed_circuit_depth,decomposed_gate_count,decomposed_operation_counts,transpiled_circuit_depth,transpiled_gate_count,transpiled_operation_counts,metric_status,metric_error,shots,backend,started_at_utc,finished_at_utc,entity_bit_width,predicate_bit_width,measurement_circuit_preparation_time,decoding_time,completed_total_runtime,phase_marker_mode,phase_requested_predicate,phase_effective_predicate,phase_marked_triples,phase_total_triples,phase_marked_fraction,phase_warning,max_basis_simulation_qubits,max_phase_diagonal_qubits,max_metric_qubits,timeout_seconds,weight_strategy,phase_mark_predicate,phase_angle,decompose_reps,compute_decomposed_metrics,compute_transpiled_metrics,rdf_format
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,basis,1,False,simulator_limit,"Basis dense simulation skipped by guard. 28 qubits require a dense state vector with 268,435,456 complex amplitudes (about 4.00 GiB). Configured limit: 22 qubits.",0.1000983,0.0842082,0.0040968,0.0111676,,,,28,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:10+00:00,2026-05-20T13:54:10+00:00,12,4,,,,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,basis,2,False,simulator_limit,"Basis dense simulation skipped by guard. 28 qubits require a dense state vector with 268,435,456 complex amplitudes (about 4.00 GiB). Configured limit: 22 qubits.",0.0987705,0.0836245,0.0032403,0.0115217,,,,28,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:11+00:00,2026-05-20T13:54:11+00:00,12,4,,,,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,basis,3,False,simulator_limit,"Basis dense simulation skipped by guard. 28 qubits require a dense state vector with 268,435,456 complex amplitudes (about 4.00 GiB). Configured limit: 22 qubits.",0.0998759,0.0841792,0.0032814,0.0120164,,,,28,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:12+00:00,2026-05-20T13:54:12+00:00,12,4,,,,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,basis,4,False,simulator_limit,"Basis dense simulation skipped by guard. 28 qubits require a dense state vector with 268,435,456 complex amplitudes (about 4.00 GiB). Configured limit: 22 qubits.",0.109621,0.0868869,0.0036461,0.0186856,,,,28,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:13+00:00,2026-05-20T13:54:13+00:00,12,4,,,,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,basis,5,False,simulator_limit,"Basis dense simulation skipped by guard. 28 qubits require a dense state vector with 268,435,456 complex amplitudes (about 4.00 GiB). Configured limit: 22 qubits.",0.1120966,0.0971207,0.0032689,0.0112755,,,,28,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:14+00:00,2026-05-20T13:54:15+00:00,12,4,,,,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,amplitude,1,True,success,,0.9977183,0.0843038,0.0032292,0.0023424,0.0036698,0.0321083,0.0256317,12,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,13,"{""reset"": 12, ""state_preparation"": 1}",8038,8062,"{""cx"": 4019, ""reset"": 12, ""u"": 4031}",success,,1024,Qiskit Statevector,2026-05-20T13:54:16+00:00,2026-05-20T13:54:17+00:00,12,4,0.0,9e-05,0.9977183,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,amplitude,2,True,success,,0.9888941,0.083798,0.0032393,0.0021859,0.0036617,0.0329138,0.0262137,12,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,13,"{""reset"": 12, ""state_preparation"": 1}",8038,8062,"{""cx"": 4019, ""reset"": 12, ""u"": 4031}",success,,1024,Qiskit Statevector,2026-05-20T13:54:18+00:00,2026-05-20T13:54:19+00:00,12,4,0.0,9.43e-05,0.9888941,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,amplitude,3,True,success,,1.0145673,0.0924667,0.0032028,0.0021675,0.0036631,0.0313798,0.0256756,12,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,13,"{""reset"": 12, ""state_preparation"": 1}",8038,8062,"{""cx"": 4019, ""reset"": 12, ""u"": 4031}",success,,1024,Qiskit Statevector,2026-05-20T13:54:20+00:00,2026-05-20T13:54:21+00:00,12,4,0.0,8.96e-05,1.0145673,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,amplitude,4,True,success,,1.0378075,0.090332,0.0031792,0.0022531,0.0036367,0.0319423,0.0262249,12,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,13,"{""reset"": 12, ""state_preparation"": 1}",8038,8062,"{""cx"": 4019, ""reset"": 12, ""u"": 4031}",success,,1024,Qiskit Statevector,2026-05-20T13:54:22+00:00,2026-05-20T13:54:23+00:00,12,4,0.0,9.04e-05,1.0378075,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,amplitude,5,True,success,,1.0032244,0.0854507,0.0032548,0.0022667,0.0037064,0.0309279,0.0265541,12,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,13,"{""reset"": 12, ""state_preparation"": 1}",8038,8062,"{""cx"": 4019, ""reset"": 12, ""u"": 4031}",success,,1024,Qiskit Statevector,2026-05-20T13:54:24+00:00,2026-05-20T13:54:25+00:00,12,4,0.0,8.75e-05,1.0032244,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,phase,1,False,simulator_limit,"Phase dense-oracle simulation skipped by guard. 12 qubits require a dense 4,096 x 4,096 phase oracle matrix (about 0.25 GiB). Configured limit: 10 qubits.",0.1373341,0.0828086,0.0035449,0.050538,,,,12,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:26+00:00,2026-05-20T13:54:26+00:00,12,4,,,,most-common-predicate,,http://www.w3.org/2000/01/rdf-schema#label,2083,3871,0.538103849,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,phase,2,False,simulator_limit,"Phase dense-oracle simulation skipped by guard. 12 qubits require a dense 4,096 x 4,096 phase oracle matrix (about 0.25 GiB). Configured limit: 10 qubits.",0.1480646,0.0938013,0.0035935,0.0502228,,,,12,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:27+00:00,2026-05-20T13:54:27+00:00,12,4,,,,most-common-predicate,,http://www.w3.org/2000/01/rdf-schema#label,2083,3871,0.538103849,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,phase,3,False,simulator_limit,"Phase dense-oracle simulation skipped by guard. 12 qubits require a dense 4,096 x 4,096 phase oracle matrix (about 0.25 GiB). Configured limit: 10 qubits.",0.1404102,0.0858869,0.0034861,0.050536,,,,12,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:28+00:00,2026-05-20T13:54:28+00:00,12,4,,,,most-common-predicate,,http://www.w3.org/2000/01/rdf-schema#label,2083,3871,0.538103849,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,phase,4,False,simulator_limit,"Phase dense-oracle simulation skipped by guard. 12 qubits require a dense 4,096 x 4,096 phase oracle matrix (about 0.25 GiB). Configured limit: 10 qubits.",0.1396041,0.0827138,0.0032282,0.0532334,,,,12,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:29+00:00,2026-05-20T13:54:29+00:00,12,4,,,,most-common-predicate,,http://www.w3.org/2000/01/rdf-schema#label,2083,3871,0.538103849,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,DecodedOntologies_V2,data\real_kgs\DecodedOntologies_V2.ttl,3871,3871,2582,9,phase,5,False,simulator_limit,"Phase dense-oracle simulation skipped by guard. 12 qubits require a dense 4,096 x 4,096 phase oracle matrix (about 0.25 GiB). Configured limit: 10 qubits.",0.1473742,0.0841368,0.0032495,0.0593989,,,,12,,,,,,,,,,,,,,,1024,Qiskit Statevector,2026-05-20T13:54:30+00:00,2026-05-20T13:54:31+00:00,12,4,,,,most-common-predicate,,http://www.w3.org/2000/01/rdf-schema#label,2083,3871,0.538103849,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,basis,1,True,success,,0.1960601,0.0046123,0.0002435,5.4e-05,0.0012233,0.0002707,0.0056618,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",2028,2046,"{""cx"": 1013, ""reset"": 10, ""u"": 1023}",success,,1024,Qiskit Statevector,2026-05-20T13:54:32+00:00,2026-05-20T13:54:32+00:00,4,2,0.0,3.9e-06,0.1960601,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,basis,2,True,success,,0.1969727,0.0050052,0.0002775,4.5e-05,0.0014975,0.0002615,0.0055723,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",2028,2046,"{""cx"": 1013, ""reset"": 10, ""u"": 1023}",success,,1024,Qiskit Statevector,2026-05-20T13:54:33+00:00,2026-05-20T13:54:33+00:00,4,2,0.0,3.4e-06,0.1969727,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,basis,3,True,success,,0.1918044,0.0046817,0.000258,3.52e-05,0.0009972,0.0002498,0.0054673,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",2028,2046,"{""cx"": 1013, ""reset"": 10, ""u"": 1023}",success,,1024,Qiskit Statevector,2026-05-20T13:54:34+00:00,2026-05-20T13:54:34+00:00,4,2,0.0,3.8e-06,0.1918044,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,basis,4,True,success,,0.1944785,0.0045806,0.0002055,3.62e-05,0.0010584,0.0002341,0.0054667,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",2028,2046,"{""cx"": 1013, ""reset"": 10, ""u"": 1023}",success,,1024,Qiskit Statevector,2026-05-20T13:54:35+00:00,2026-05-20T13:54:35+00:00,4,2,0.0,3.7e-06,0.1944785,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,basis,5,True,success,,0.2019302,0.0045928,0.0001975,3.33e-05,0.0010046,0.0002986,0.0055578,10,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,11,"{""reset"": 10, ""state_preparation"": 1}",2028,2046,"{""cx"": 1013, ""reset"": 10, ""u"": 1023}",success,,1024,Qiskit Statevector,2026-05-20T13:54:36+00:00,2026-05-20T13:54:37+00:00,4,2,0.0,4.2e-06,0.2019302,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,amplitude,1,True,success,,0.0215522,0.0043577,0.0003061,0.0001947,0.0004334,0.0001765,0.0008366,3,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,4,"{""reset"": 3, ""state_preparation"": 1}",2,6,"{""reset"": 3, ""u"": 3}",success,,1024,Qiskit Statevector,2026-05-20T13:54:38+00:00,2026-05-20T13:54:38+00:00,4,2,0.0,4.8e-06,0.0215522,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,amplitude,2,True,success,,0.019943,0.0046119,0.0002161,0.0001575,0.0003315,0.0001298,0.0005668,3,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,4,"{""reset"": 3, ""state_preparation"": 1}",2,6,"{""reset"": 3, ""u"": 3}",success,,1024,Qiskit Statevector,2026-05-20T13:54:39+00:00,2026-05-20T13:54:39+00:00,4,2,0.0,3.4e-06,0.019943,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,amplitude,3,True,success,,0.0191394,0.0041574,0.0002332,0.0001516,0.0002932,0.0001277,0.0005567,3,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,4,"{""reset"": 3, ""state_preparation"": 1}",2,6,"{""reset"": 3, ""u"": 3}",success,,1024,Qiskit Statevector,2026-05-20T13:54:40+00:00,2026-05-20T13:54:40+00:00,4,2,0.0,3e-06,0.0191394,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,amplitude,4,True,success,,0.0186341,0.004263,0.000206,0.0001516,0.0003133,0.0001298,0.0005573,3,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,4,"{""reset"": 3, ""state_preparation"": 1}",2,6,"{""reset"": 3, ""u"": 3}",success,,1024,Qiskit Statevector,2026-05-20T13:54:41+00:00,2026-05-20T13:54:41+00:00,4,2,0.0,3.3e-06,0.0186341,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,amplitude,5,True,success,,0.0189379,0.0046117,0.000239,0.0001489,0.0003091,0.0001261,0.0005515,3,1,1,"{""initialize"": 1}",1,1,"{""initialize"": 1}",2,4,"{""reset"": 3, ""state_preparation"": 1}",2,6,"{""reset"": 3, ""u"": 3}",success,,1024,Qiskit Statevector,2026-05-20T13:54:42+00:00,2026-05-20T13:54:42+00:00,4,2,0.0,3.3e-06,0.0189379,,,,,,,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,phase,1,True,success,,0.0221495,0.004214,0.0001951,0.000264,0.0005628,0.000988,0.0007448,3,3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",11,18,"{""cx"": 5, ""reset"": 3, ""rz"": 2, ""state_preparation"": 1, ""u"": 7}",11,20,"{""cx"": 5, ""reset"": 3, ""u"": 12}",success,,1024,Qiskit Statevector,2026-05-20T13:54:43+00:00,2026-05-20T13:54:43+00:00,4,2,0.0,5.5e-06,0.0221495,most-common-predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6,8,0.75,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,phase,2,True,success,,0.0253153,0.004486,0.0002355,0.0002911,0.0005047,0.0010035,0.0007075,3,3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",11,18,"{""cx"": 5, ""reset"": 3, ""rz"": 2, ""state_preparation"": 1, ""u"": 7}",11,20,"{""cx"": 5, ""reset"": 3, ""u"": 12}",success,,1024,Qiskit Statevector,2026-05-20T13:54:44+00:00,2026-05-20T13:54:44+00:00,4,2,0.0,6e-06,0.0253153,most-common-predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6,8,0.75,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,phase,3,True,success,,0.022629,0.0047711,0.0002052,0.0002751,0.000546,0.0010123,0.0006654,3,3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",11,18,"{""cx"": 5, ""reset"": 3, ""rz"": 2, ""state_preparation"": 1, ""u"": 7}",11,20,"{""cx"": 5, ""reset"": 3, ""u"": 12}",success,,1024,Qiskit Statevector,2026-05-20T13:54:45+00:00,2026-05-20T13:54:45+00:00,4,2,0.0,5.8e-06,0.022629,most-common-predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6,8,0.75,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,phase,4,True,success,,0.022605,0.0044179,0.0001972,0.0002592,0.0005519,0.001006,0.0007324,3,3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",11,18,"{""cx"": 5, ""reset"": 3, ""rz"": 2, ""state_preparation"": 1, ""u"": 7}",11,20,"{""cx"": 5, ""reset"": 3, ""u"": 12}",success,,1024,Qiskit Statevector,2026-05-20T13:54:46+00:00,2026-05-20T13:54:46+00:00,4,2,0.0,5.5e-06,0.022605,most-common-predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6,8,0.75,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
real,Aristotle,data\real_kgs\Aristotle.xml,8,8,10,3,phase,5,True,success,,0.023462,0.0045289,0.0002272,0.0002598,0.0005384,0.0010233,0.0006817,3,3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",3,5,"{""h"": 3, ""initialize"": 1, ""unitary"": 1}",11,18,"{""cx"": 5, ""reset"": 3, ""rz"": 2, ""state_preparation"": 1, ""u"": 7}",11,20,"{""cx"": 5, ""reset"": 3, ""u"": 12}",success,,1024,Qiskit Statevector,2026-05-20T13:54:47+00:00,2026-05-20T13:54:47+00:00,4,2,0.0,5.7e-06,0.023462,most-common-predicate,,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6,8,0.75,,22,10,14,600.0,uniform,,3.141592653589793,1,True,True,
